file,Has Metadata record
0011.02.0066.03,Yes
0011.02.0066.04,Yes
0011.02.0066.05,Yes
0011.02.0066.06,Yes
0011.02.0066.07,Yes
0011.02.0066.08,Yes
0011.02.0066.09,Yes
0011.02.0066.10,Yes
0011.02.0066.11,Yes
0011.02.0066.12,Yes
0011.02.0067.01,Yes
0011.02.0067.02,Yes
0011.02.0067.03,Yes
0011.02.0067.04,Yes
0011.02.0067.05,Yes
0011.02.0067.06,Yes
0011.02.0067.07,Yes
0011.02.0067.08,Yes
0011.02.0067.09,Yes
0011.02.0067.10,Yes
0011.02.0067.11,Yes
0011.02.0067.12,Yes
0011.02.0068.01,Yes
0011.02.0068.02,Yes
0011.02.0068.03,Yes
0011.02.0068.04,Yes
0011.02.0068.05,Yes
0011.02.0068.06,Yes
0011.02.0068.07,Yes
0011.02.0068.08,Yes
0011.02.0068.09,Yes
0011.02.0068.10,Yes
0011.02.0068.11,Yes
0011.02.0068.12,Yes
0011.02.0069.01,Yes
0011.02.0069.02,Yes
0011.02.0069.03,Yes
0011.02.0069.04,Yes
0011.02.0069.05,Yes
0011.02.0069.06,Yes
0011.02.0069.07,Yes
0011.02.0069.08,Yes
0011.02.0069.09,Yes
0011.02.0069.10,Yes
0011.02.0069.11,Yes
0011.02.0069.12,Yes
0011.02.0070.01,Yes
0011.02.0070.02,Yes
0011.02.0070.03,Yes
0011.02.0070.04,Yes
0011.02.0070.05,Yes
0011.02.0070.06,Yes
0011.02.0070.07,Yes
0011.02.0070.08,Yes
0011.02.0070.09,Yes
0011.02.0070.10,Yes
0011.02.0070.11,Yes
0011.02.0070.12,Yes
0011.02.0071.01,Yes
0011.02.0071.02,Yes
0011.02.0071.03,Yes
0011.02.0071.04,Yes
0011.02.0071.05,Yes
0011.02.0071.06,Yes
0011.02.0071.07,Yes
0011.02.0071.08,Yes
0011.02.0071.09,Yes
0011.02.0071.10,Yes
0011.02.0071.11,Yes
0011.02.0071.12,Yes
0011.02.0072.01,Yes
0011.02.0072.02,Yes
0011.02.0072.03,Yes
0011.02.0072.04,Yes
0011.02.0072.05,Yes
0011.02.0072.06,Yes
0011.02.0072.07,Yes
0011.02.0072.08,Yes
0011.02.0072.09,Yes
0011.02.0072.10,Yes
0011.02.0072.11,Yes
0011.02.0072.12,Yes
0011.02.0073.01,Yes
0011.02.0073.02,Yes
0011.02.0073.03,Yes
0011.02.0073.04,Yes
0011.02.0073.05,Yes
0011.02.0073.06,Yes
0011.02.0073.07,Yes
0011.02.0073.08,Yes
0011.02.0073.09,Yes
0011.02.0073.10,Yes
0011.02.0073.11,Yes
0011.02.0073.12,Yes
0011.02.0074.01,Yes
0011.02.0074.02,Yes
0011.02.0074.03,Yes
0011.02.0074.04,Yes
0011.02.0074.05,Yes
0011.02.0074.06,Yes
0011.02.0074.07,Yes
0011.02.0074.08,Yes
0011.02.0074.09,Yes
0011.02.0074.10,Yes
0011.02.0074.11,Yes
0011.02.0074.12,Yes
0011.02.0075.01,Yes
0011.02.0075.02,Yes
0011.02.0075.03,Yes
0011.02.0075.04,Yes
0011.02.0075.05,Yes
0011.02.0075.06,Yes
0011.02.0075.07,Yes
0011.02.0075.08,Yes
0011.02.0075.09,Yes
0011.02.0075.10,Yes
0011.02.0075.11,Yes
0011.02.0075.12,Yes
0011.02.0076.01,Yes
0011.02.0076.02,Yes
0011.02.0076.03,Yes
0011.02.0076.04,Yes
0011.02.0076.05,Yes
0011.02.0076.06,Yes
0011.02.0076.07,Yes
0011.02.0076.08,Yes
0011.02.0076.09,Yes
0011.02.0076.10,Yes
0011.02.0076.11,Yes
0011.02.0076.12,Yes
0011.02.0077.01,Yes
0011.02.0077.02,Yes
0011.02.0077.03,Yes
0011.02.0077.04,Yes
0011.02.0077.05,Yes
0011.02.0077.06,Yes
0011.02.0077.07,Yes
0011.02.0077.08,Yes
0011.02.0077.09,Yes
0011.02.0077.10,Yes
0011.02.0077.11,Yes
0011.02.0077.12,Yes
0011.02.0078.01,Yes
0011.02.0078.02,Yes
0011.02.0078.03,Yes
0011.02.0078.04,Yes
0011.02.0078.05,Yes
0011.02.0078.06,Yes
0011.02.0078.07,Yes
0011.02.0078.08,Yes
0011.02.0078.09,Yes
0011.02.0078.10,Yes
0011.02.0078.11,Yes
0011.02.0078.12,Yes
0011.02.0079.01,Yes
0011.02.0079.02,Yes
0011.02.0079.03,Yes
0011.02.0079.04,Yes
0011.02.0079.05,Yes
0011.02.0079.06,Yes
0011.02.0079.07,Yes
0011.02.0079.08,Yes
0011.02.0079.09,Yes
0011.02.0079.10,Yes
0011.02.0079.11,Yes
0011.02.0079.12,Yes
0011.02.0080.01,Yes
0011.02.0080.02,Yes
0011.02.0080.03,Yes
0011.02.0080.04,Yes
0011.02.0080.05,Yes
0011.02.0080.06,Yes
0011.02.0080.07,Yes
0011.02.0080.08,Yes
0011.02.0080.09,Yes
0011.02.0080.10,Yes
0011.02.0080.11,Yes
0011.02.0080.12,Yes
0011.02.0081.01,Yes
0011.02.0081.02,Yes
0011.02.0081.03,Yes
0011.02.0081.04,Yes
0011.02.0081.05,Yes
0011.02.0081.06,Yes
0011.02.0081.07,Yes
0011.02.0081.08,Yes
0011.02.0081.09,Yes
0011.02.0081.10,Yes
0011.02.0081.11,Yes
0011.02.0081.12,Yes
0011.02.0082.01,Yes
0011.02.0082.02,Yes
0011.02.0082.03,Yes
0011.02.0082.04,Yes
0011.02.0082.05,Yes
0011.02.0082.06,Yes
0011.02.0082.07,Yes
0011.02.0082.08,Yes
0011.02.0082.09,Yes
0011.02.0082.10,Yes
0011.02.0082.11,Yes
0011.02.0082.12,Yes
0011.02.0083.01,Yes
0011.02.0083.02,Yes
0011.02.0083.03,Yes
0011.02.0083.04,Yes
0011.02.0083.05,Yes
0011.02.0083.06,Yes
0011.02.0083.07,Yes
0011.02.0083.08,Yes
0011.02.0083.09,Yes
0011.02.0083.10,Yes
0011.02.0083.11,Yes
0011.02.0083.12,Yes
0011.02.0084.01,Yes
0011.02.0084.02,Yes
0011.02.0084.03,Yes
0011.02.0084.04,Yes
0011.02.0084.05,Yes
0011.02.0084.06,Yes
0011.02.0084.07,Yes
0011.02.0084.08,Yes
0011.02.0084.09,Yes
0011.02.0084.10,Yes
0011.02.0084.11,Yes
0011.02.0084.12,Yes
0011.02.0085.01,Yes
0011.02.0085.02,Yes
0011.02.0085.03,Yes
0011.02.0085.04,Yes
0011.02.0085.05,Yes
0011.02.0085.06,Yes
0011.02.0085.07,Yes
0011.02.0085.08,Yes
0011.02.0085.09,Yes
0011.02.0085.10,Yes
0011.02.0085.11,Yes
0011.02.0085.12,Yes
0011.02.0086.01,Yes
0011.02.0086.02,Yes
0011.02.0086.03,Yes
0011.02.0086.04,Yes
0011.02.0086.05,Yes
0011.02.0086.06,Yes
0011.02.0086.07,Yes
0011.02.0086.08,Yes
0011.02.0086.09,Yes
0011.02.0086.10,Yes
0011.02.0086.11,Yes
0011.02.0086.12,Yes
0011.02.0087.01,Yes
0011.02.0087.02,Yes
0011.02.0087.03,Yes
0011.02.0087.04,Yes
0011.02.0087.05,Yes
0011.02.0087.06,Yes
0011.02.0087.07,Yes
0011.02.0087.08,Yes
0011.02.0087.09,Yes
0011.02.0087.10,Yes
0011.02.0087.11,Yes
0011.02.0087.12,Yes
0011.02.0088.01,Yes
0011.02.0088.02,Yes
0011.02.0088.03,Yes
0011.02.0088.04,Yes
0011.02.0088.05,Yes
0011.02.0088.06,Yes
0011.02.0088.07,Yes
0011.02.0088.08,Yes
0011.02.0088.09,Yes
0011.02.0088.10,Yes
0011.02.0088.11,Yes
0011.02.0088.12,Yes
0011.02.0089.01,Yes
0011.02.0089.02,Yes
0011.02.0089.03,Yes
0011.02.0089.04,Yes
0011.02.0089.05,Yes
0011.02.0089.06,Yes
0011.02.0089.07,Yes
0011.02.0089.08,Yes
0011.02.0089.09,Yes
0011.02.0089.10,Yes
0011.02.0089.11,Yes
0011.02.0089.12,Yes
0011.02.0090.01,Yes
0011.02.0090.02,Yes
0011.02.0090.03,Yes
0011.02.0090.04,Yes
0011.02.0090.05,Yes
0011.02.0090.06,Yes
0011.02.0090.07,Yes
0011.02.0090.08,Yes
0011.02.0090.09,Yes
0011.02.0090.10,Yes
0011.02.0090.11,Yes
0011.02.0090.12,Yes
0011.02.0091.01,Yes
0011.02.0091.02,Yes
0011.02.0091.03,Yes
0011.02.0091.04,Yes
0011.02.0091.05,Yes
0011.02.0091.06,Yes
0011.02.0091.07,Yes
0011.02.0091.08,Yes
0011.02.0091.09,Yes
0011.02.0091.10,Yes
0011.02.0091.11,Yes
0011.02.0091.12,Yes
0011.02.0092.01,Yes
0011.02.0092.02,Yes
0011.02.0092.03,Yes
0011.02.0092.04,Yes
0011.02.0092.05,Yes
0011.02.0092.06,Yes
0011.02.0092.07,Yes
0011.02.0092.08,Yes
0011.02.0092.09,Yes
0011.02.0092.10,Yes
0011.02.0092.11,Yes
0011.02.0092.12,Yes
0011.02.0093.01,Yes
0011.02.0093.02,Yes
0011.02.0093.03,Yes
0011.02.0093.04,Yes
0011.02.0093.05,Yes
0011.02.0093.06,Yes
0011.02.0093.07,Yes
0011.02.0093.08,Yes
0011.02.0093.09,Yes
0011.02.0093.10,Yes
0011.02.0093.11,Yes
0011.02.0093.12,Yes
0011.02.0094.01,Yes
0011.02.0094.02,Yes
0011.02.0094.03,Yes
0011.02.0094.04,Yes
0011.02.0094.05,Yes
0011.02.0094.06,Yes
0011.02.0094.07,Yes
0011.02.0094.08,Yes
0011.02.0094.09,Yes
0011.02.0094.10,Yes
0011.02.0094.11,Yes
0011.02.0094.12,Yes
0011.02.0095.01,Yes
0011.02.0095.02,Yes
0011.02.0095.03,Yes
0011.02.0095.04,Yes
0011.02.0095.05,Yes
0011.02.0095.06,Yes
0011.02.0095.07,Yes
0011.02.0095.08,Yes
0011.02.0095.09,Yes
0011.02.0095.10,Yes
0011.02.0095.11,Yes
0011.02.0095.12,Yes
0011.02.0096.01,Yes
0011.02.0096.02,Yes
0011.02.0096.03,Yes
0011.02.0096.04,Yes
0011.02.0096.05,Yes
0011.02.0096.06,Yes
0011.02.0096.07,Yes
0011.02.0096.08,Yes
0011.02.0096.09,Yes
0011.02.0096.10,Yes
0011.02.0096.11,Yes
0011.02.0096.12,Yes
0011.02.0097.01,Yes
0011.02.0097.02,Yes
0011.02.0097.03,Yes
0011.02.0097.04,Yes
0011.02.0097.05,Yes
0011.02.0097.06,Yes
0011.02.0097.07,Yes
0011.02.0097.08,Yes
0011.02.0097.09,Yes
0011.02.0097.10,Yes
0011.02.0097.11,Yes
0011.02.0097.12,Yes
0011.02.0098.01,Yes
0011.02.0098.02,Yes
0011.02.0098.03,Yes
0011.02.0098.04,Yes
0011.02.0098.05,Yes
0011.02.0098.06,Yes
0011.02.0098.07,Yes
0011.02.0098.08,Yes
0011.02.0098.09,Yes
0011.02.0098.10,Yes
0011.02.0098.11,Yes
0011.02.0098.12,Yes
0011.02.0099.01,Yes
0011.02.0099.02,Yes
0011.02.0099.03,Yes
0011.02.0099.04,Yes
0011.02.0099.05,Yes
0011.02.0099.06,Yes
0011.02.0099.07,Yes
0011.02.0099.08,Yes
0011.02.0099.09,Yes
0011.02.0099.10,Yes
0011.02.0099.11,Yes
0011.02.0099.12,Yes
0011.02.0100.01,Yes
0011.02.0100.02,Yes
0011.02.0100.03,Yes
0011.02.0100.04,Yes
0011.02.0100.05,Yes
0011.02.0100.06,Yes
0011.02.0100.07,Yes
0011.02.0100.08,Yes
0011.02.0100.09,Yes
0011.02.0100.10,Yes
0011.02.0100.11,Yes
0011.02.0100.12,Yes
0011.02.0101.01,Yes
0011.02.0101.02,Yes
0011.02.0101.03,Yes
0011.02.0101.04,Yes
0011.02.0101.05,Yes
0011.02.0101.06,Yes
0011.02.0101.07,Yes
0011.02.0101.08,Yes
0011.02.0101.09,Yes
0011.02.0101.10,Yes
0011.02.0101.11,Yes
0011.02.0101.12,Yes
0011.02.0102.01,Yes
0011.02.0102.02,Yes
0011.02.0102.03,Yes
0011.02.0102.04,Yes
0011.02.0102.05,Yes
0011.02.0102.06,Yes
0011.02.0102.07,Yes
0011.02.0102.08,Yes
0011.02.0102.09,Yes
0011.02.0102.10,Yes
0011.02.0102.11,Yes
0011.02.0102.12,Yes
0011.02.0103.01,Yes
0011.02.0103.02,Yes
0011.02.0103.03,Yes
0011.02.0103.04,Yes
0011.02.0103.05,Yes
0011.02.0103.06,Yes
0011.02.0103.07,Yes
0011.02.0103.08,Yes
0011.02.0103.09,Yes
0011.02.0103.10,Yes
0011.02.0103.11,Yes
0011.02.0103.12,Yes
0011.02.0104.01,Yes
0011.02.0104.02,Yes
0011.02.0104.03,Yes
0011.02.0104.04,Yes
0011.02.0104.05,Yes
0011.02.0104.06,Yes
0011.02.0104.07,Yes
0011.02.0104.08,Yes
0011.02.0104.09,Yes
0011.02.0104.10,Yes
0011.02.0104.11,Yes
0011.02.0104.12,Yes
0011.02.0105.01,Yes
0011.02.0105.02,Yes
0011.02.0105.03,Yes
0011.02.0105.04,Yes
0011.02.0105.05,Yes
0011.02.0105.06,Yes
0011.02.0105.07,Yes
0011.02.0105.08,Yes
0011.02.0105.09,Yes
0011.02.0105.10,Yes
0011.02.0105.11,Yes
0011.02.0105.12,Yes
0011.02.0106.01,Yes
0011.02.0106.02,Yes
0011.02.0106.03,Yes
0011.02.0106.04,Yes
0011.02.0106.05,Yes
0011.02.0106.06,Yes
0011.02.0106.07,Yes
0011.02.0106.08,Yes
0011.02.0106.09,Yes
0011.02.0106.10,Yes
0011.02.0106.11,Yes
0011.02.0106.12,Yes
0011.02.0107.01,Yes
0011.02.0107.02,Yes
0011.02.0107.03,Yes
0011.02.0107.04,Yes
0011.02.0107.05,Yes
0011.02.0107.06,Yes
0011.02.0107.07,Yes
0011.02.0107.08,Yes
0011.02.0107.09,Yes
0011.02.0107.10,Yes
0011.02.0107.11,Yes
0011.02.0107.12,Yes
0011.02.0108.01,Yes
0011.02.0108.02,Yes
0011.02.0108.03,Yes
0011.02.0108.04,Yes
0011.02.0108.05,Yes
0011.02.0108.06,Yes
0011.02.0108.07,Yes
0011.02.0108.08,Yes
0011.02.0108.09,Yes
0011.02.0108.10,Yes
0011.02.0108.11,Yes
0011.02.0108.12,Yes
0011.02.0109.01,Yes
0011.02.0109.02,Yes
0011.02.0109.03,Yes
0011.02.0109.04,Yes
0011.02.0109.05,Yes
0011.02.0109.06,Yes
0011.02.0109.08,Yes
0011.02.0109.09,Yes
0011.02.0109.10,Yes
0011.02.0109.11,Yes
0011.02.0109.12,Yes
0011.02.0110.01,Yes
0011.02.0110.02,Yes
0011.02.0110.03,Yes
0011.02.0110.04,Yes
0011.02.0110.05,Yes
0011.02.0110.06,Yes
0011.02.0110.07,Yes
0011.02.0110.08,Yes
0011.02.0110.09,Yes
0011.02.0110.10,Yes
0011.02.0110.11,Yes
0011.02.0110.12,Yes
0011.02.0111.01,Yes
0011.02.0111.02,Yes
0011.02.0111.03,Yes
0011.02.0111.04,Yes
0011.02.0111.05,Yes
0011.02.0111.06,Yes
0011.02.0111.07,Yes
0011.02.0111.08,Yes
0011.02.0111.09,Yes
0011.02.0111.10,Yes
0011.02.0111.11,Yes
0011.02.0111.12,Yes
0011.02.0112.01,Yes
0011.02.0112.02,Yes
0011.02.0112.03,Yes
0011.02.0112.04,Yes
0011.02.0112.05,Yes
0011.02.0112.06,Yes
0011.02.0112.08,Yes
0011.02.0112.09,Yes
0011.02.0112.10,Yes
0011.02.0112.11,Yes
0011.02.0112.12,Yes
0011.02.0113.01,Yes
0011.02.0113.02,Yes
0011.02.0113.03,Yes
0011.02.0113.04,Yes
0011.02.0113.05,Yes
0011.02.0113.06,Yes
0011.02.0113.07,Yes
0011.02.0113.08,Yes
0011.02.0113.09,Yes
0011.02.0113.10,Yes
0011.02.0113.11,Yes
0011.02.0113.12,Yes
0011.02.0114.01,Yes
0011.02.0114.02,Yes
0011.02.0114.03,Yes
0011.02.0114.04,Yes
0011.02.0114.05,Yes
0011.02.0114.06,Yes
0011.02.0114.07,Yes
0011.02.0114.08,Yes
0011.02.0114.09,Yes
0011.02.0114.10,Yes
0011.02.0114.11,Yes
0011.02.0114.12,Yes
0011.02.0114.13,Yes
0011.02.0114.14,Yes
0011.02.0115.01,Yes
0011.02.0115.02,Yes
0011.02.0115.03,Yes
0011.02.0115.04,Yes
0011.02.0115.05,Yes
0011.02.0115.06,Yes
0011.02.0115.07,Yes
0011.02.0115.08,Yes
0011.02.0115.09,Yes
0011.02.0115.10,Yes
0011.02.0115.11,Yes
0011.02.0115.12,Yes
0011.02.0116.01,Yes
0011.02.0116.02,Yes
0011.02.0116.03,Yes
0011.02.0116.04,Yes
0011.02.0116.05,Yes
0011.02.0116.06,Yes
0011.02.0116.07,Yes
0011.02.0116.08,Yes
0011.02.0116.09,Yes
0011.02.0116.10,Yes
0011.02.0116.11,Yes
0011.02.0116.12,Yes
0011.02.0117.01,Yes
0011.02.0117.02,Yes
0011.02.0117.03,Yes
0011.02.0117.04,Yes
0011.02.0117.05,Yes
0011.02.0117.06,Yes
0011.02.0117.07,Yes
0011.02.0117.08,Yes
0011.02.0117.09,Yes
0011.02.0117.10,Yes
0011.02.0117.11,Yes
0011.02.0117.12,Yes
0011.02.0118.01,Yes
0011.02.0118.02,Yes
0011.02.0118.03,Yes
0011.02.0118.04,Yes
0011.02.0118.05,Yes
0011.02.0118.06,Yes
0011.02.0118.07,Yes
0011.02.0118.08,Yes
0011.02.0118.09,Yes
0011.02.0118.10,Yes
0011.02.0118.11,Yes
0011.02.0118.12,Yes
0011.02.0119.01,Yes
0011.02.0119.02,Yes
0011.02.0119.03,Yes
0011.02.0119.04,Yes
0011.02.0119.05,Yes
0011.02.0119.06,Yes
0011.02.0119.07,Yes
0011.02.0119.08,Yes
0011.02.0119.09,Yes
0011.02.0119.10,Yes
0011.02.0119.11,Yes
0011.02.0119.12,Yes
0011.02.0120.01,Yes
0011.02.0120.02,Yes
0011.02.0120.03,Yes
0011.02.0120.04,Yes
0011.02.0120.05,Yes
0011.02.0120.06,Yes
0011.02.0120.07,Yes
0011.02.0120.08,Yes
0011.02.0120.09,Yes
0011.02.0120.10,Yes
0011.02.0120.11,Yes
0011.02.0120.12,Yes
0011.02.0121.01,Yes
0011.02.0121.02,Yes
0011.02.0121.03,Yes
0011.02.0121.04,Yes
0011.02.0121.05,Yes
0011.02.0121.06,Yes
0011.02.0121.07,Yes
0011.02.0121.08,Yes
0011.02.0121.09,Yes
0011.02.0121.10,Yes
0011.02.0121.11,Yes
0011.02.0121.12,Yes
0011.02.0122.01,Yes
0011.02.0122.02,Yes
0011.02.0122.03,Yes
0011.02.0122.04,Yes
0011.02.0122.05,Yes
0011.02.0122.06,Yes
0011.02.0122.07,Yes
0011.02.0122.08,Yes
0011.02.0122.09,Yes
0011.02.0122.10,Yes
0011.02.0123.01,Yes
0011.02.0123.02,Yes
0011.02.0123.03,Yes
0011.02.0123.04,Yes
0011.02.0123.05,Yes
0011.02.0123.06,Yes
0011.02.0123.07,Yes
0011.02.0123.08,Yes
0011.02.0123.09,Yes
0011.02.0123.10,Yes
0011.02.0123.11,Yes
0011.02.0123.12,Yes
0011.02.0124.01,Yes
0011.02.0124.02,Yes
0011.02.0124.03,Yes
0011.02.0124.04,Yes
0011.02.0124.05,Yes
0011.02.0124.06,Yes
0011.02.0124.07,Yes
0011.02.0124.08,Yes
0011.02.0124.09,Yes
0011.02.0124.10,Yes
0011.02.0124.11,Yes
0011.02.0124.12,Yes
0011.02.0125.01,Yes
0011.02.0125.02,Yes
0011.02.0125.03,Yes
0011.02.0125.04,Yes
0011.02.0125.05,Yes
0011.02.0125.06,Yes
0011.02.0125.07,Yes
0011.02.0125.08,Yes
0011.02.0125.09,Yes
0011.02.0125.10,Yes
0011.02.0125.11,Yes
0011.02.0125.12,Yes
0011.02.0126.01,Yes
0011.02.0126.02,Yes
0011.02.0126.03,Yes
0011.02.0126.04,Yes
0011.02.0126.05,Yes
0011.02.0126.06,Yes
0011.02.0126.07,Yes
0011.02.0126.08,Yes
0011.02.0126.09,Yes
0011.02.0126.10,Yes
0011.02.0126.11,Yes
0011.02.0126.12,Yes
0011.02.0127.01,Yes
0011.02.0127.02,Yes
0011.02.0127.03,Yes
0011.02.0127.04,Yes
0011.02.0127.05,Yes
0011.02.0127.06,Yes
0011.02.0127.07,Yes
0011.02.0127.08,Yes
0011.02.0127.09,Yes
0011.02.0127.10,Yes
0011.02.0127.11,Yes
0011.02.0127.12,Yes
0011.02.0128.01,Yes
0011.02.0128.02,Yes
0011.02.0128.03,Yes
0011.02.0128.04,Yes
0011.02.0128.05,Yes
0011.02.0128.06,Yes
0011.02.0128.07,Yes
0011.02.0128.08,Yes
0011.02.0128.09,Yes
0011.02.0128.10,Yes
0011.02.0128.11,Yes
0011.02.0128.12,Yes
0011.02.0129.01,Yes
0011.02.0129.02,Yes
0011.02.0129.03,Yes
0011.02.0129.04,Yes
0011.02.0129.05,Yes
0011.02.0129.06,Yes
0011.02.0129.07,Yes
0011.02.0129.08,Yes
0011.02.0129.09,Yes
0011.02.0129.10,Yes
0011.02.0129.11,Yes
0011.02.0129.12,Yes
0011.02.0130.01,Yes
0011.02.0130.02,Yes
0011.02.0130.03,Yes
0011.02.0130.04,Yes
0011.02.0130.05,Yes
0011.02.0130.06,Yes
0011.02.0130.07,Yes
0011.02.0130.08,Yes
0011.02.0130.09,Yes
0011.02.0130.10,Yes
0011.02.0130.11,Yes
0011.02.0130.12,Yes
0011.02.0131.01,Yes
0011.02.0131.02,Yes
0011.02.0131.03,Yes
0011.02.0131.04,Yes
0011.02.0131.05,Yes
0011.02.0131.06,Yes
0011.02.0131.07,Yes
0011.02.0131.08,Yes
0011.02.0131.09,Yes
0011.02.0131.10,Yes
0011.02.0131.11,Yes
0011.02.0131.12,Yes
0011.02.0132.01,Yes
0011.02.0132.02,Yes
0011.02.0132.03,Yes
0011.02.0132.04,Yes
0011.02.0132.05,Yes
0011.02.0132.06,Yes
0011.02.0132.07,Yes
0011.02.0132.08,Yes
0011.02.0132.09,Yes
0011.02.0132.10,Yes
0011.02.0132.11,Yes
0011.02.0132.12,Yes
0011.02.0133.01,Yes
0011.02.0133.02,Yes
0011.02.0133.03,Yes
0011.02.0133.04,Yes
0011.02.0133.05,Yes
0011.02.0133.06,Yes
0011.02.0133.07,Yes
0011.02.0133.08,Yes
0011.02.0133.09,Yes
0011.02.0133.10,Yes
0011.02.0133.11,Yes
0011.02.0133.12,Yes
0011.02.0134.01,Yes
0011.02.0134.02,Yes
0011.02.0134.03,Yes
0011.02.0134.04,Yes
0011.02.0134.05,Yes
0011.02.0134.06,Yes
0011.02.0134.07,Yes
0011.02.0134.08,Yes
0011.02.0134.09,Yes
0011.02.0134.10,Yes
0011.02.0134.11,Yes
0011.02.0134.12,Yes
0011.02.0135.01,Yes
0011.02.0135.02,Yes
0011.02.0135.03,Yes
0011.02.0135.04,Yes
0011.02.0135.05,Yes
0011.02.0135.06,Yes
0011.02.0135.07,Yes
0011.02.0135.08,Yes
0011.02.0135.09,Yes
0011.02.0135.10,Yes
0011.02.0135.11,Yes
0011.02.0135.12,Yes
0011.02.0136.01,Yes
0011.02.0136.02,Yes
0011.02.0136.03,Yes
0011.02.0136.04,Yes
0011.02.0136.05,Yes
0011.02.0136.06,Yes
0011.02.0136.07,Yes
0011.02.0136.08,Yes
0011.02.0136.09,Yes
0011.02.0136.10,Yes
0011.02.0136.11,Yes
0011.02.0136.12,Yes
0011.02.0137.01,Yes
0011.02.0137.02,Yes
0011.02.0137.03,Yes
0011.02.0137.04,Yes
0011.02.0137.05,Yes
0011.02.0137.06,Yes
0011.02.0137.07,Yes
0011.02.0137.08,Yes
0011.02.0137.09,Yes
0011.02.0137.10,Yes
0011.02.0137.11,Yes
0011.02.0137.12,Yes
0011.02.0138.01,Yes
0011.02.0138.02,Yes
0011.02.0138.03,Yes
0011.02.0138.04,Yes
0011.02.0138.05,Yes
0011.02.0138.06,Yes
0011.02.0138.07,Yes
0011.02.0138.08,Yes
0011.02.0138.09,Yes
0011.02.0138.10,Yes
0011.02.0138.11,Yes
0011.02.0138.12,Yes
0011.02.0139.01,Yes
0011.02.0139.02,Yes
0011.02.0139.03,Yes
0011.02.0139.04,Yes
0011.02.0139.05,Yes
0011.02.0139.06,Yes
0011.02.0139.07,Yes
0011.02.0139.08,Yes
0011.02.0139.09,Yes
0011.02.0139.10,Yes
0011.02.0139.11,Yes
0011.02.0139.12,Yes
0011.02.0139.13,Yes
0011.02.0139.14,Yes
0011.02.0139.15,Yes
0011.02.0140.01,Yes
0011.02.0140.02,Yes
0011.02.0140.03,Yes
0011.02.0140.04,Yes
0011.02.0140.05,Yes
0011.02.0140.06,Yes
0011.02.0140.07,Yes
0011.02.0140.08,Yes
0011.02.0140.09,Yes
0011.02.0140.10,Yes
0011.02.0140.11,Yes
0011.02.0140.12,Yes
0011.02.0141.01,Yes
0011.02.0141.02,Yes
0011.02.0141.03,Yes
0011.02.0141.04,Yes
0011.02.0141.05,Yes
0011.02.0141.06,Yes
0011.02.0141.07,Yes
0011.02.0141.08,Yes
0011.02.0141.09,Yes
0011.02.0141.10,Yes
0011.02.0141.11,Yes
0011.02.0141.12,Yes
0011.02.0142.01,Yes
0011.02.0142.02,Yes
0011.02.0142.03,Yes
0011.02.0142.04,Yes
0011.02.0142.05,Yes
0011.02.0142.06,Yes
0011.02.0142.07,Yes
0011.02.0142.08,Yes
0011.02.0142.09,Yes
0011.02.0142.10,Yes
0011.02.0142.11,Yes
0011.02.0142.12,Yes
0011.02.0143.01,Yes
0011.02.0143.02,Yes
0011.02.0143.03,Yes
0011.02.0143.04,Yes
0011.02.0143.05,Yes
0011.02.0143.06,Yes
0011.02.0143.07,Yes
0011.02.0143.08,Yes
0011.02.0143.09,Yes
0011.02.0143.10,Yes
0011.02.0143.12,Yes
0011.02.0144.01,Yes
0011.02.0144.02,Yes
0011.02.0144.03,Yes
0011.02.0144.04,Yes
0011.02.0144.05,Yes
0011.02.0144.06,Yes
0011.02.0144.07,Yes
0011.02.0144.08,Yes
0011.02.0144.09,Yes
0011.02.0144.10,Yes
0011.02.0144.11,Yes
0011.02.0144.12,Yes
0011.02.0145.01,Yes
0011.02.0145.02,Yes
0011.02.0145.03,Yes
0011.02.0145.04,Yes
0011.02.0145.05,Yes
0011.02.0145.06,Yes
0011.02.0145.07,Yes
0011.02.0145.08,Yes
0011.02.0145.09,Yes
0011.02.0145.10,Yes
0011.02.0145.11,Yes
0011.02.0145.12,Yes
0011.02.0146.01,Yes
0011.02.0146.02,Yes
0011.02.0146.03,Yes
0011.02.0146.04,Yes
0011.02.0146.05,Yes
0011.02.0146.06,Yes
0011.02.0146.07,Yes
0011.02.0146.08,Yes
0011.02.0146.09,Yes
0011.02.0146.10,Yes
0011.02.0146.11,Yes
0011.02.0146.12,Yes
0011.02.0147.01,Yes
0011.02.0147.02,Yes
0011.02.0147.03,Yes
0011.02.0147.04,Yes
0011.02.0147.05,Yes
0011.02.0147.06,Yes
0011.02.0147.07,Yes
0011.02.0147.08,Yes
0011.02.0147.09,Yes
0011.02.0147.10,Yes
0011.02.0147.11,Yes
0011.02.0147.12,Yes
0011.02.0148.01,Yes
0011.02.0148.02,Yes
0011.02.0148.03,Yes
0011.02.0148.04,Yes
0011.02.0148.05,Yes
0011.02.0148.06,Yes
0011.02.0148.07,Yes
0011.02.0148.08,Yes
0011.02.0148.09,Yes
0011.02.0148.10,Yes
0011.02.0148.11,Yes
0011.02.0148.12,Yes
0011.02.0149.01,Yes
0011.02.0149.02,Yes
0011.02.0149.03,Yes
0011.02.0149.04,Yes
0011.02.0149.05,Yes
