file,object,Has Metadata record,In Merritt
0002.06.1997.01,0002.06.1997,No,No
0002.06.1997.02,0002.06.1997,No,No
0002.06.1998.01,0002.06.1998,No,No
0002.06.1998.02,0002.06.1998,No,No
0002.06.1999.01,0002.06.1999,No,No
0002.06.1999.02,0002.06.1999,No,No
0002.06.2000.01,0002.06.2000,No,No
0002.06.2000.02,0002.06.2000,No,No
0002.06.2001.01,0002.06.2001,No,No
0002.06.2001.02,0002.06.2001,No,No
0002.06.2002.01,0002.06.2002,No,No
0002.06.2002.02,0002.06.2002,No,No
0002.06.2003.01,0002.06.2003,No,No
0002.06.2003.02,0002.06.2003,No,No
0002.06.2004.01,0002.06.2004,No,No
0002.06.2004.02,0002.06.2004,No,No
0002.06.2005.01,0002.06.2005,No,No
0002.06.2005.02,0002.06.2005,No,No
0002.06.2006.01,0002.06.2006,No,No
0002.06.2006.02,0002.06.2006,No,No
0002.06.2007,0002.06.2007,No,No
0002.06.2008,0002.06.2008,No,No
0002.06.2009,0002.06.2009,No,No
0002.06.2010,0002.06.2010,No,No
0002.06.2011,0002.06.2011,No,No
0002.06.2012,0002.06.2012,No,No
0002.06.2013,0002.06.2013,No,No
0002.06.2014,0002.06.2014,No,No
0002.06.2015,0002.06.2015,No,No
0002.06.2016,0002.06.2016,No,No
0002.06.2017,0002.06.2017,No,No
0002.06.2018,0002.06.2018,No,No
0002.06.2019.01,0002.06.2019,No,No
0002.06.2019.02,0002.06.2019,No,No
0002.06.2020.01,0002.06.2020,No,No
0002.06.2020.02,0002.06.2020,No,No
0002.06.2021.01,0002.06.2021,No,No
0002.06.2021.02,0002.06.2021,No,No
0002.06.2022,0002.06.2022,No,No
0002.06.2023,0002.06.2023,No,No
0002.06.2024.01,0002.06.2024,No,No
0002.06.2024.02,0002.06.2024,No,No
0002.06.2025,0002.06.2025,No,No
0002.06.2026,0002.06.2026,No,No
0002.06.2027,0002.06.2027,No,No
0002.06.2028,0002.06.2028,No,No
0002.06.2029,0002.06.2029,No,No
0002.06.2030,0002.06.2030,No,No
0002.06.2031,0002.06.2031,No,No
0002.06.2032,0002.06.2032,No,No
0002.06.2033,0002.06.2033,No,No
0002.06.2034.01,0002.06.2034,No,No
0002.06.2034.02,0002.06.2034,No,No
0002.06.2035.01,0002.06.2035,No,No
0002.06.2035.02,0002.06.2035,No,No
0002.06.2036.01,0002.06.2036,No,No
0002.06.2036.02,0002.06.2036,No,No
0002.06.2037.01,0002.06.2037,No,No
0002.06.2037.02,0002.06.2037,No,No
0002.06.2038.01,0002.06.2038,No,No
0002.06.2038.02,0002.06.2038,No,No
0002.06.2039.01,0002.06.2039,No,No
0002.06.2039.02,0002.06.2039,No,No
0002.06.2040.01,0002.06.2040,No,No
0002.06.2040.02,0002.06.2040,No,No
0002.06.2041.01,0002.06.2041,No,No
0002.06.2041.02,0002.06.2041,No,No
0002.06.2042.01,0002.06.2042,No,No
0002.06.2042.02,0002.06.2042,No,No
0002.06.2043.01,0002.06.2043,No,No
0002.06.2043.02,0002.06.2043,No,No
0002.06.2044.01,0002.06.2044,No,No
0002.06.2044.02,0002.06.2044,No,No
0002.06.2045.01,0002.06.2045,No,No
0002.06.2045.02,0002.06.2045,No,No
0002.06.2046,0002.06.2046,No,No
0002.06.2047.01,0002.06.2047,Yes,Yes
0002.06.2047.02,0002.06.2047,Yes,Yes
0002.06.2048,0002.06.2048,No,No
0002.06.2049.01,0002.06.2049,No,No
0002.06.2049.02,0002.06.2049,No,No
0002.06.2050.01,0002.06.2050,No,No
0002.06.2050.02,0002.06.2050,No,No
0002.06.2051,0002.06.2051,No,No
0002.06.2052,0002.06.2052,No,No
0002.06.2053,0002.06.2053,No,No
0002.06.2054.01,0002.06.2054,No,No
0002.06.2054.02,0002.06.2054,No,No
0002.06.2055.01,0002.06.2055,No,No
0002.06.2055.02,0002.06.2055,No,No
0002.06.2056.01,0002.06.2056,No,No
0002.06.2056.02,0002.06.2056,No,No
0002.06.2057.01,0002.06.2057,No,No
0002.06.2057.02,0002.06.2057,No,No
0002.06.2058.01,0002.06.2058,No,No
0002.06.2058.02,0002.06.2058,No,No
0002.06.2059.01,0002.06.2059,No,No
0002.06.2059.02,0002.06.2059,No,No
0002.06.2060,0002.06.2060,No,No
0002.06.2061,0002.06.2061,No,No
0002.06.2062.01,0002.06.2062,No,No
0002.06.2062.02,0002.06.2062,No,No
0002.06.2063.01,0002.06.2063,No,No
0002.06.2063.02,0002.06.2063,No,No
0002.06.2064.01,0002.06.2064,No,No
0002.06.2064.02,0002.06.2064,No,No
0002.06.2065.01,0002.06.2065,No,No
0002.06.2065.02,0002.06.2065,No,No
0002.06.2066.01,0002.06.2066,No,No
0002.06.2066.02,0002.06.2066,No,No
0002.06.2067.01,0002.06.2067,No,No
0002.06.2067.02,0002.06.2067,No,No
0002.06.2068.01,0002.06.2068,No,No
0002.06.2068.02,0002.06.2068,No,No
0002.06.2069.01,0002.06.2069,No,No
0002.06.2069.02,0002.06.2069,No,No
0002.06.2070.01,0002.06.2070,No,No
0002.06.2070.02,0002.06.2070,No,No
0002.06.2071.01,0002.06.2071,No,No
0002.06.2071.02,0002.06.2071,No,No
0002.06.2072,0002.06.2072,No,No
0002.06.2073.01,0002.06.2073,No,No
0002.06.2073.02,0002.06.2073,No,No
0002.06.2074.01,0002.06.2074,No,No
0002.06.2074.02,0002.06.2074,No,No
0002.06.2075,0002.06.2075,No,No
0002.06.2076,0002.06.2076,No,No
0002.06.2077.01,0002.06.2077,No,No
0002.06.2077.02,0002.06.2077,No,No
0002.06.2078.01,0002.06.2078,No,No
0002.06.2078.02,0002.06.2078,No,No
0002.06.2079,0002.06.2079,No,No
0002.06.2080.01,0002.06.2080,No,No
0002.06.2080.02,0002.06.2080,No,No
0002.06.2081.01,0002.06.2081,No,No
0002.06.2081.02,0002.06.2081,No,No
0002.06.2082.01,0002.06.2082,No,No
0002.06.2082.02,0002.06.2082,No,No
0002.06.2083.01,0002.06.2083,No,No
0002.06.2083.02,0002.06.2083,No,No
0002.06.2084.01,0002.06.2084,No,No
0002.06.2084.02,0002.06.2084,No,No
0002.06.2085.01,0002.06.2085,No,No
0002.06.2085.02,0002.06.2085,No,No
0002.06.2086,0002.06.2086,No,No
0002.06.2087,0002.06.2087,No,No
0002.06.2088.01,0002.06.2088,No,No
0002.06.2088.02,0002.06.2088,No,No
0002.06.2089.01,0002.06.2089,No,No
0002.06.2089.02,0002.06.2089,No,No
0002.06.2090.01,0002.06.2090,No,No
0002.06.2090.02,0002.06.2090,No,No
0002.06.2091.01,0002.06.2091,No,No
0002.06.2091.02,0002.06.2091,No,No
0002.06.2092.01,0002.06.2092,No,No
0002.06.2092.02,0002.06.2092,No,No
0002.06.2093.01,0002.06.2093,No,No
0002.06.2093.02,0002.06.2093,No,No
0002.06.2094.01,0002.06.2094,No,No
0002.06.2094.02,0002.06.2094,No,No
0002.06.2095.01,0002.06.2095,No,No
0002.06.2095.02,0002.06.2095,No,No
0002.06.2096.01,0002.06.2096,No,No
0002.06.2096.02,0002.06.2096,No,No
0002.06.2097.01,0002.06.2097,No,No
0002.06.2097.02,0002.06.2097,No,No
0002.06.2098.01,0002.06.2098,No,No
0002.06.2098.02,0002.06.2098,No,No
0002.06.2099.01,0002.06.2099,No,No
0002.06.2099.02,0002.06.2099,No,No
0002.06.2100,0002.06.2100,No,No
0002.06.2101.01,0002.06.2101,No,No
0002.06.2101.02,0002.06.2101,No,No
0002.06.2102,0002.06.2102,No,No
0002.06.2103.01,0002.06.2103,No,No
0002.06.2103.02,0002.06.2103,No,No
0002.06.2104.01,0002.06.2104,No,No
0002.06.2104.02,0002.06.2104,No,No
0002.06.2105.01,0002.06.2105,No,No
0002.06.2105.02,0002.06.2105,No,No
0002.06.2106.01,0002.06.2106,No,No
0002.06.2106.02,0002.06.2106,No,No
0002.06.2107,0002.06.2107,No,No
0002.06.2108,0002.06.2108,No,No
0002.06.2109.01,0002.06.2109,No,No
0002.06.2109.02,0002.06.2109,No,No
0002.06.2110,0002.06.2110,No,No
0002.06.2111.01,0002.06.2111,No,No
0002.06.2111.02,0002.06.2111,No,No
0002.06.2112.01,0002.06.2112,No,No
0002.06.2112.02,0002.06.2112,No,No
0002.06.2113,0002.06.2113,No,No
0002.06.2114.01,0002.06.2114,No,No
0002.06.2114.02,0002.06.2114,No,No
0002.06.2115.01,0002.06.2115,No,No
0002.06.2115.02,0002.06.2115,No,No
0002.06.2116.01,0002.06.2116,No,No
0002.06.2116.02,0002.06.2116,No,No
0002.06.2117.01,0002.06.2117,No,No
0002.06.2117.02,0002.06.2117,No,No
0002.06.2118.01,0002.06.2118,No,No
0002.06.2118.02,0002.06.2118,No,No
0002.06.2119.01,0002.06.2119,No,No
0002.06.2119.02,0002.06.2119,No,No
0002.06.2120.01,0002.06.2120,No,No
0002.06.2120.02,0002.06.2120,No,No
0002.06.2121.01,0002.06.2121,No,No
0002.06.2121.02,0002.06.2121,No,No
0002.06.2122.01,0002.06.2122,No,No
0002.06.2122.02,0002.06.2122,No,No
0002.06.2123.01,0002.06.2123,No,No
0002.06.2123.02,0002.06.2123,No,No
0002.06.2124.01,0002.06.2124,No,No
0002.06.2124.02,0002.06.2124,No,No
0002.06.2125.01,0002.06.2125,No,No
0002.06.2125.02,0002.06.2125,No,No
0002.06.2126.01,0002.06.2126,No,No
0002.06.2126.02,0002.06.2126,No,No
0002.06.2127.01,0002.06.2127,No,No
0002.06.2127.02,0002.06.2127,No,No
0002.06.2128.01,0002.06.2128,No,No
0002.06.2128.02,0002.06.2128,No,No
0002.06.2129.01,0002.06.2129,No,No
0002.06.2129.02,0002.06.2129,No,No
0002.06.2130.01,0002.06.2130,No,No
0002.06.2130.02,0002.06.2130,No,No
0002.06.2131.01,0002.06.2131,No,No
0002.06.2131.02,0002.06.2131,No,No
0002.06.2132.01,0002.06.2132,No,No
0002.06.2132.02,0002.06.2132,No,No
0002.06.2133.01,0002.06.2133,No,No
0002.06.2133.02,0002.06.2133,No,No
0002.06.2134.01,0002.06.2134,No,No
0002.06.2134.02,0002.06.2134,No,No
0002.06.2135.01,0002.06.2135,No,No
0002.06.2135.02,0002.06.2135,No,No
0002.06.2136.01,0002.06.2136,No,No
0002.06.2136.02,0002.06.2136,No,No
0002.06.2137.01,0002.06.2137,No,No
0002.06.2137.02,0002.06.2137,No,No
0002.06.2138.01,0002.06.2138,No,No
0002.06.2138.02,0002.06.2138,No,No
0002.06.2139.01,0002.06.2139,No,No
0002.06.2139.02,0002.06.2139,No,No
0002.06.2140.01,0002.06.2140,No,No
0002.06.2140.02,0002.06.2140,No,No
0002.06.2141.01,0002.06.2141,No,No
0002.06.2141.02,0002.06.2141,No,No
0002.06.2142.01,0002.06.2142,No,No
0002.06.2142.02,0002.06.2142,No,No
0002.06.2143.01,0002.06.2143,No,No
0002.06.2143.02,0002.06.2143,No,No
0002.06.2144.01,0002.06.2144,No,No
0002.06.2144.02,0002.06.2144,No,No
0002.06.2145.01,0002.06.2145,No,No
0002.06.2145.02,0002.06.2145,No,No
0002.06.2146.01,0002.06.2146,No,No
0002.06.2146.02,0002.06.2146,No,No
0002.06.2147.01,0002.06.2147,No,No
0002.06.2147.02,0002.06.2147,No,No
0002.06.2148.01,0002.06.2148,No,No
0002.06.2148.02,0002.06.2148,No,No
0002.06.2149.01,0002.06.2149,No,No
0002.06.2149.02,0002.06.2149,No,No
0002.06.2150,0002.06.2150,No,No
0002.06.2151,0002.06.2151,No,No
0002.06.2152,0002.06.2152,No,No
0002.06.2153,0002.06.2153,No,No
0002.06.2154,0002.06.2154,No,No
0002.06.2155,0002.06.2155,No,No
0002.06.2156,0002.06.2156,No,No
0002.06.2157,0002.06.2157,No,No
0002.06.2158,0002.06.2158,No,No
0002.06.2159,0002.06.2159,No,No
0002.06.2160,0002.06.2160,No,No
0002.06.2161,0002.06.2161,No,No
0002.06.2162,0002.06.2162,No,No
0002.06.2163,0002.06.2163,No,No
0002.06.2164,0002.06.2164,No,No
0002.06.2165,0002.06.2165,No,No
0002.06.2166,0002.06.2166,No,No
0002.06.2167,0002.06.2167,No,No
0002.06.2168,0002.06.2168,No,No
0002.06.2169,0002.06.2169,No,No
0002.06.2170,0002.06.2170,No,No
0002.06.2171,0002.06.2171,No,No
0002.06.2172,0002.06.2172,No,No
0002.06.2173,0002.06.2173,No,No
0002.06.2174,0002.06.2174,No,No
0002.06.2175,0002.06.2175,No,No
0002.06.2176,0002.06.2176,No,No
0002.06.2177,0002.06.2177,No,No
0002.06.2178,0002.06.2178,No,No
0002.06.2179,0002.06.2179,No,No
0002.06.2180,0002.06.2180,No,No
0002.06.2181,0002.06.2181,No,No
0002.06.2182,0002.06.2182,No,No
0002.06.2183,0002.06.2183,No,No
0002.06.2184,0002.06.2184,No,No
0002.06.2185,0002.06.2185,No,No
0002.06.2186,0002.06.2186,No,No
0002.06.2187,0002.06.2187,No,No
0002.06.2188,0002.06.2188,No,No
0002.06.2189,0002.06.2189,No,No
0002.06.2190,0002.06.2190,No,No
0002.06.2191,0002.06.2191,No,No
0002.06.2192,0002.06.2192,No,No
0002.06.2193,0002.06.2193,No,No
0002.06.2194,0002.06.2194,No,No
0002.06.2195,0002.06.2195,No,No
0002.06.2196,0002.06.2196,No,No
0002.06.2197,0002.06.2197,No,No
0002.06.2198,0002.06.2198,No,No
0002.06.2199,0002.06.2199,No,No
0002.06.2200,0002.06.2200,No,No
0002.06.2201,0002.06.2201,No,No
0002.06.2202,0002.06.2202,No,No
0002.06.2203,0002.06.2203,No,No
0002.06.2204,0002.06.2204,No,No
0002.06.2205,0002.06.2205,No,No
0002.06.2206,0002.06.2206,No,No
0002.06.2207,0002.06.2207,No,No
0002.06.2208,0002.06.2208,No,No
0002.06.2209,0002.06.2209,No,No
0002.06.2210,0002.06.2210,No,No
0002.06.2211,0002.06.2211,No,No
0002.06.2212,0002.06.2212,No,No
0002.06.2213,0002.06.2213,No,No
0002.06.2214,0002.06.2214,No,No
0002.06.2215,0002.06.2215,No,No
0002.06.2216,0002.06.2216,No,No
0002.06.2217,0002.06.2217,No,No
0002.06.2218,0002.06.2218,No,No
0002.06.2219,0002.06.2219,No,No
0002.06.2220.01,0002.06.2220,No,No
0002.06.2220.02,0002.06.2220,No,No
0002.06.2221.01,0002.06.2221,No,No
0002.06.2221.02,0002.06.2221,No,No
0002.06.2222.01,0002.06.2222,No,No
0002.06.2222.02,0002.06.2222,No,No
0002.06.2223.01,0002.06.2223,No,No
0002.06.2223.02,0002.06.2223,No,No
0002.06.2224.01,0002.06.2224,No,No
0002.06.2224.02,0002.06.2224,No,No
0002.06.2225,0002.06.2225,No,No
0002.06.2226,0002.06.2226,No,No
0002.06.2227,0002.06.2227,No,No
0002.06.2228,0002.06.2228,No,No
0002.06.2229,0002.06.2229,No,No
0002.06.2230,0002.06.2230,No,No
0002.06.2231,0002.06.2231,No,No
0002.06.2232,0002.06.2232,No,No
0002.06.2233,0002.06.2233,No,No
0002.06.2234,0002.06.2234,No,No
0002.06.2235,0002.06.2235,No,No
0002.06.2236,0002.06.2236,No,No
0002.06.2237,0002.06.2237,No,No
0002.06.2238,0002.06.2238,No,No
0002.06.2239,0002.06.2239,No,No
0002.06.2240,0002.06.2240,No,No
0002.06.2241,0002.06.2241,No,No
0002.06.2242.01,0002.06.2242,No,No
0002.06.2242.02,0002.06.2242,No,No
0002.06.2243.01,0002.06.2243,No,No
0002.06.2243.02,0002.06.2243,No,No
0002.06.2244.01,0002.06.2244,No,No
0002.06.2244.02,0002.06.2244,No,No
0002.06.2245,0002.06.2245,No,No
0002.06.2246.01,0002.06.2246,No,No
0002.06.2246.02,0002.06.2246,No,No
0002.06.2247.01,0002.06.2247,No,No
0002.06.2247.02,0002.06.2247,No,No
0002.06.2248,0002.06.2248,No,No
0002.06.2249.01,0002.06.2249,No,No
0002.06.2249.02,0002.06.2249,No,No
0002.06.2250.01,0002.06.2250,No,No
0002.06.2250.02,0002.06.2250,No,No
0002.06.2251.01,0002.06.2251,No,No
0002.06.2251.02,0002.06.2251,No,No
0002.06.2252.01,0002.06.2252,No,No
0002.06.2252.02,0002.06.2252,No,No
0002.06.2253.01,0002.06.2253,No,No
0002.06.2253.02,0002.06.2253,No,No
0002.06.2254.01,0002.06.2254,No,No
0002.06.2254.02,0002.06.2254,No,No
0002.06.2254.03,0002.06.2254,No,No
0002.06.2254.04,0002.06.2254,No,No
0002.06.2255.01,0002.06.2255,No,No
0002.06.2255.02,0002.06.2255,No,No
0002.06.2256,0002.06.2256,No,No
0002.06.2257.01,0002.06.2257,No,No
0002.06.2257.02,0002.06.2257,No,No
0002.06.2258,0002.06.2258,No,No
0002.06.2259,0002.06.2259,No,No
0002.06.2260,0002.06.2260,No,No
0002.06.2261,0002.06.2261,No,No
0002.06.2262,0002.06.2262,No,No
0002.06.2263,0002.06.2263,No,No
0002.06.2264,0002.06.2264,No,No
0002.06.2265,0002.06.2265,No,No
0002.06.2266,0002.06.2266,No,No
0002.06.2267,0002.06.2267,No,No
0002.06.2268,0002.06.2268,No,No
0002.06.2269,0002.06.2269,No,No
0002.06.2270,0002.06.2270,No,No
0002.06.2271,0002.06.2271,No,No
0002.06.2272,0002.06.2272,No,No
0002.06.2273,0002.06.2273,No,No
0002.06.2274,0002.06.2274,No,No
0002.06.2275,0002.06.2275,No,No
0002.06.2276,0002.06.2276,No,No
0002.06.2277,0002.06.2277,No,No
0002.06.2278,0002.06.2278,No,No
0002.06.2279,0002.06.2279,No,No
0002.06.2280,0002.06.2280,No,No
0002.06.2281,0002.06.2281,No,No
0002.06.2282,0002.06.2282,No,No
0002.06.2283,0002.06.2283,No,No
0002.06.2284,0002.06.2284,No,No
0002.06.2285,0002.06.2285,No,No
0002.06.2286,0002.06.2286,No,No
0002.06.2287,0002.06.2287,No,No
0002.06.2288,0002.06.2288,No,No
0002.06.2289,0002.06.2289,No,No
0002.06.2290,0002.06.2290,No,No
0002.06.2291,0002.06.2291,No,No
0002.06.2292,0002.06.2292,No,No
0002.06.2293,0002.06.2293,No,No
0002.06.2294,0002.06.2294,No,No
0002.06.2295,0002.06.2295,No,No
0002.06.2296,0002.06.2296,No,No
0002.06.2297,0002.06.2297,No,No
0002.06.2298,0002.06.2298,No,No
0002.06.2299,0002.06.2299,No,No
0002.06.2300,0002.06.2300,No,No
0002.06.2301,0002.06.2301,No,No
0002.06.2302,0002.06.2302,No,No
0002.06.2303,0002.06.2303,No,No
0002.06.2304,0002.06.2304,No,No
0002.06.2305,0002.06.2305,No,No
0002.06.2306,0002.06.2306,No,No
0002.06.2307,0002.06.2307,No,No
0002.06.2308,0002.06.2308,No,No
0002.06.2309,0002.06.2309,No,No
0002.06.2310,0002.06.2310,No,No
0002.06.2311.01,0002.06.2311,No,No
0002.06.2311.02,0002.06.2311,No,No
0002.06.2312.01,0002.06.2312,No,No
0002.06.2312.02,0002.06.2312,No,No
0002.06.2313,0002.06.2313,No,No
0002.06.2314.01,0002.06.2314,No,No
0002.06.2314.02,0002.06.2314,No,No
0002.06.2315.01,0002.06.2315,No,No
0002.06.2315.02,0002.06.2315,No,No
0002.06.2316.01,0002.06.2316,No,No
0002.06.2316.02,0002.06.2316,No,No
0002.06.2317.01,0002.06.2317,No,No
0002.06.2317.02,0002.06.2317,No,No
0002.06.2318.01,0002.06.2318,No,No
0002.06.2318.02,0002.06.2318,No,No
0002.06.2319.01,0002.06.2319,No,No
0002.06.2319.02,0002.06.2319,No,No
0002.06.2320.01,0002.06.2320,No,No
0002.06.2320.02,0002.06.2320,No,No
0002.06.2321.01,0002.06.2321,No,No
0002.06.2321.02,0002.06.2321,No,No
0002.06.2322.01,0002.06.2322,No,No
0002.06.2322.02,0002.06.2322,No,No
0002.06.2323.01,0002.06.2323,No,No
0002.06.2323.02,0002.06.2323,No,No
0002.06.2324.01,0002.06.2324,No,No
0002.06.2324.02,0002.06.2324,No,No
0002.06.2325.01,0002.06.2325,No,No
0002.06.2325.02,0002.06.2325,No,No
0002.06.2326.01,0002.06.2326,No,No
0002.06.2326.02,0002.06.2326,No,No
0002.06.2327.01,0002.06.2327,No,No
0002.06.2327.02,0002.06.2327,No,No
0002.06.2328.01,0002.06.2328,No,No
0002.06.2328.02,0002.06.2328,No,No
0002.06.2329.01,0002.06.2329,No,No
0002.06.2329.02,0002.06.2329,No,No
0002.06.2330.01,0002.06.2330,No,No
0002.06.2330.02,0002.06.2330,No,No
0002.06.2331.01,0002.06.2331,No,No
0002.06.2331.02,0002.06.2331,No,No
0002.06.2332.01,0002.06.2332,No,No
0002.06.2332.02,0002.06.2332,No,No
0002.06.2333.01,0002.06.2333,No,No
0002.06.2333.02,0002.06.2333,No,No
0002.06.2334.01,0002.06.2334,No,No
0002.06.2334.02,0002.06.2334,No,No
0002.06.2335,0002.06.2335,No,No
0002.06.2336.01,0002.06.2336,No,No
0002.06.2336.02,0002.06.2336,No,No
0002.06.2337.01,0002.06.2337,No,No
0002.06.2337.02,0002.06.2337,No,No
0002.06.2338.01,0002.06.2338,No,No
0002.06.2338.02,0002.06.2338,No,No
0002.06.2339.01,0002.06.2339,No,No
0002.06.2339.02,0002.06.2339,No,No
0002.06.2340.01,0002.06.2340,No,No
0002.06.2340.02,0002.06.2340,No,No
0002.06.2341.01,0002.06.2341,No,No
0002.06.2341.02,0002.06.2341,No,No
0002.06.2342.01,0002.06.2342,No,No
0002.06.2342.02,0002.06.2342,No,No
0002.06.2343.01,0002.06.2343,No,No
0002.06.2343.02,0002.06.2343,No,No
0002.06.2344.01,0002.06.2344,No,No
0002.06.2344.02,0002.06.2344,No,No
0002.06.2345.01,0002.06.2345,No,No
0002.06.2345.02,0002.06.2345,No,No
0002.06.2346.01,0002.06.2346,No,No
0002.06.2346.02,0002.06.2346,No,No
0002.06.2347.01,0002.06.2347,No,No
0002.06.2347.02,0002.06.2347,No,No
0002.06.2348.01,0002.06.2348,No,No
0002.06.2348.02,0002.06.2348,No,No
0002.06.2349.01,0002.06.2349,No,No
0002.06.2349.02,0002.06.2349,No,No
0002.06.2350.01,0002.06.2350,No,No
0002.06.2350.02,0002.06.2350,No,No
0002.06.2351.01,0002.06.2351,No,No
0002.06.2351.02,0002.06.2351,No,No
0002.06.2352.01,0002.06.2352,No,No
0002.06.2352.02,0002.06.2352,No,No
0002.06.2353.01,0002.06.2353,No,No
0002.06.2353.02,0002.06.2353,No,No
0002.06.2354.01,0002.06.2354,No,No
0002.06.2354.02,0002.06.2354,No,No
0002.06.2355.01,0002.06.2355,No,No
0002.06.2355.02,0002.06.2355,No,No
0002.06.2356.01,0002.06.2356,No,No
0002.06.2356.02,0002.06.2356,No,No
0002.06.2357.01,0002.06.2357,No,No
0002.06.2357.02,0002.06.2357,No,No
0002.06.2358.01,0002.06.2358,No,No
0002.06.2358.02,0002.06.2358,No,No
0002.06.2359.01,0002.06.2359,No,No
0002.06.2359.02,0002.06.2359,No,No
0002.06.2360.01,0002.06.2360,No,No
0002.06.2360.02,0002.06.2360,No,No
0002.06.2361.01,0002.06.2361,No,No
0002.06.2361.02,0002.06.2361,No,No
0002.06.2362.01,0002.06.2362,No,No
0002.06.2362.02,0002.06.2362,No,No
0002.06.2363.01,0002.06.2363,No,No
0002.06.2363.02,0002.06.2363,No,No
0002.06.2364.01,0002.06.2364,No,No
0002.06.2364.02,0002.06.2364,No,No
0002.06.2365.01,0002.06.2365,No,No
0002.06.2365.02,0002.06.2365,No,No
0002.06.2366.01,0002.06.2366,No,No
0002.06.2366.02,0002.06.2366,No,No
0002.06.2367,0002.06.2367,No,No
0002.06.2368.01,0002.06.2368,No,No
0002.06.2368.02,0002.06.2368,No,No
0002.06.2369.01,0002.06.2369,No,No
0002.06.2369.02,0002.06.2369,No,No
0002.06.2370,0002.06.2370,No,No
0002.06.2371.01,0002.06.2371,No,No
0002.06.2371.02,0002.06.2371,No,No
0002.06.2372.01,0002.06.2372,No,No
0002.06.2372.02,0002.06.2372,No,No
0002.06.2373,0002.06.2373,No,No
0002.06.2374,0002.06.2374,No,No
0002.06.2375,0002.06.2375,No,No
0002.06.2376,0002.06.2376,No,No
0002.06.2377,0002.06.2377,No,No
0002.06.2378,0002.06.2378,No,No
0002.06.2379,0002.06.2379,No,No
0002.06.2380,0002.06.2380,No,No
0002.06.2381,0002.06.2381,No,No
0002.06.2382,0002.06.2382,No,No
0002.06.2383,0002.06.2383,No,No
0002.06.2384,0002.06.2384,No,No
0002.06.2385,0002.06.2385,No,No
0002.06.2386,0002.06.2386,No,No
0002.06.2387.01,0002.06.2387,No,No
0002.06.2387.02,0002.06.2387,No,No
0002.06.2387.03,0002.06.2387,No,No
0002.06.2387.04,0002.06.2387,No,No
0002.06.2388.01,0002.06.2388,No,No
0002.06.2388.02,0002.06.2388,No,No
0002.06.2388.03,0002.06.2388,No,No
0002.06.2388.04,0002.06.2388,No,No
0002.06.2388.05,0002.06.2388,No,No
0002.06.2389.01,0002.06.2389,No,No
0002.06.2389.02,0002.06.2389,No,No
0002.06.2390.01,0002.06.2390,No,No
0002.06.2390.02,0002.06.2390,No,No
0002.06.2391,0002.06.2391,No,No
0002.06.2392.01,0002.06.2392,No,No
0002.06.2392.02,0002.06.2392,No,No
0002.06.2393,0002.06.2393,No,No
0002.06.2394.01,0002.06.2394,No,No
0002.06.2394.02,0002.06.2394,No,No
0002.06.2395,0002.06.2395,No,No
0002.06.2396,0002.06.2396,No,No
0002.06.2397,0002.06.2397,No,No
0002.06.2398,0002.06.2398,No,No
0002.06.2399,0002.06.2399,No,No
0002.06.2400,0002.06.2400,No,No
0002.06.2401,0002.06.2401,No,No
0002.06.2402,0002.06.2402,No,No
0002.06.2403,0002.06.2403,No,No
0002.06.2404,0002.06.2404,No,No
0002.06.2405,0002.06.2405,No,No
0002.06.2406,0002.06.2406,No,No
0002.06.2407,0002.06.2407,No,No
0002.06.2408,0002.06.2408,No,No
0002.06.2409,0002.06.2409,No,No
0002.06.2410,0002.06.2410,No,No
0002.06.2411,0002.06.2411,No,No
0002.06.2412,0002.06.2412,No,No
0002.06.2413.01,0002.06.2413,No,No
0002.06.2413.02,0002.06.2413,No,No
0002.06.2413.03,0002.06.2413,No,No
0002.06.2413.04,0002.06.2413,No,No
0002.06.2414.01,0002.06.2414,No,No
0002.06.2414.02,0002.06.2414,No,No
0002.06.2414.03,0002.06.2414,No,No
0002.06.2414.04,0002.06.2414,No,No
0002.06.2414.05,0002.06.2414,No,No
0002.06.2414.06,0002.06.2414,No,No
0002.06.2415,0002.06.2415,No,No
0002.06.2416,0002.06.2416,No,No
0002.06.2417,0002.06.2417,No,No
0002.06.2418,0002.06.2418,No,No
0002.06.2419,0002.06.2419,No,No
0002.06.2420,0002.06.2420,No,No
0002.06.2421,0002.06.2421,No,No
0002.06.2422,0002.06.2422,No,No
0002.06.2423,0002.06.2423,No,No
0002.06.2424,0002.06.2424,No,No
0002.06.2425,0002.06.2425,No,No
0002.06.2426,0002.06.2426,No,No
0002.06.2427,0002.06.2427,No,No
0002.06.2428,0002.06.2428,No,No
0002.06.2429,0002.06.2429,No,No
0002.06.2430,0002.06.2430,No,No
0002.06.2431,0002.06.2431,No,No
0002.06.2432,0002.06.2432,No,No
0002.06.2433,0002.06.2433,No,No
0002.06.2434,0002.06.2434,No,No
0002.06.2435,0002.06.2435,No,No
0002.06.2436,0002.06.2436,No,No
0002.06.2437,0002.06.2437,No,No
0002.06.2438,0002.06.2438,No,No
0002.06.2439,0002.06.2439,No,No
0002.06.2440,0002.06.2440,No,No
0002.06.2441,0002.06.2441,No,No
0002.06.2442,0002.06.2442,No,No
0002.06.2443,0002.06.2443,No,No
0002.06.2444,0002.06.2444,No,No
0002.06.2445,0002.06.2445,No,No
0002.06.2446.01,0002.06.2446,No,No
