file,object,Has Metadata record,In Merritt
0304.01.0217,0304.01.0217,No,No
0304.01.0218,0304.01.0218,No,No
0304.01.0219,0304.01.0219,No,No
0304.01.0220,0304.01.0220,No,No
0304.01.0221,0304.01.0221,No,No
0304.01.0222,0304.01.0222,No,No
0304.01.0223,0304.01.0223,No,No
0304.01.0224,0304.01.0224,No,No
0304.01.0225,0304.01.0225,No,No
0304.01.0226,0304.01.0226,No,No
0304.01.0227,0304.01.0227,No,No
0304.01.0228,0304.01.0228,No,No
0304.01.0229,0304.01.0229,No,No
0304.01.0230,0304.01.0230,No,No
0304.01.0231,0304.01.0231,No,No
0304.01.0232,0304.01.0232,No,No
0304.01.0233,0304.01.0233,No,No
0304.01.0234,0304.01.0234,No,No
0304.01.0235,0304.01.0235,No,No
0304.01.0236,0304.01.0236,No,No
0304.01.0237,0304.01.0237,No,No
0304.01.0238,0304.01.0238,No,No
0304.01.0239,0304.01.0239,No,No
0304.01.0240,0304.01.0240,No,No
0304.01.0241,0304.01.0241,No,No
0304.01.0242,0304.01.0242,No,No
0304.01.0243,0304.01.0243,No,No
0304.01.0244,0304.01.0244,No,No
0304.01.0245,0304.01.0245,No,No
0304.01.0246,0304.01.0246,No,No
0304.01.0247,0304.01.0247,No,No
0304.01.0248,0304.01.0248,No,No
0304.01.0249,0304.01.0249,No,No
0304.01.0250,0304.01.0250,No,No
0304.01.0251,0304.01.0251,No,No
0304.01.0252,0304.01.0252,No,No
0304.01.0253,0304.01.0253,No,No
0304.01.0254,0304.01.0254,No,No
0304.01.0255,0304.01.0255,No,No
0304.01.0256,0304.01.0256,No,No
0304.01.0257,0304.01.0257,No,No
0304.01.0258,0304.01.0258,No,No
0304.01.0259,0304.01.0259,No,No
0304.01.0260,0304.01.0260,No,No
0304.01.0261,0304.01.0261,No,No
0304.01.0262,0304.01.0262,No,No
0304.01.0263,0304.01.0263,No,No
0304.01.0264,0304.01.0264,No,No
0304.01.0265,0304.01.0265,No,No
0304.01.0266,0304.01.0266,No,No
0304.01.0267,0304.01.0267,No,No
0304.01.0268,0304.01.0268,No,No
0304.01.0269,0304.01.0269,No,No
0304.01.0270,0304.01.0270,No,No
0304.01.0271,0304.01.0271,No,No
0304.01.0272,0304.01.0272,No,No
0304.01.0273,0304.01.0273,No,No
0304.01.0274,0304.01.0274,No,No
0304.01.0275,0304.01.0275,No,No
0304.01.0276,0304.01.0276,No,No
0304.01.0277,0304.01.0277,No,No
0304.01.0278,0304.01.0278,No,No
0304.01.0279,0304.01.0279,No,No
0304.01.0280,0304.01.0280,No,No
0304.01.0281,0304.01.0281,No,No
0304.01.0282,0304.01.0282,No,No
0304.01.0283,0304.01.0283,No,No
0304.01.0284,0304.01.0284,No,No
0304.01.0285,0304.01.0285,No,No
0304.01.0286,0304.01.0286,No,No
0304.01.0287,0304.01.0287,No,No
0304.01.0288,0304.01.0288,No,No
0304.01.0289,0304.01.0289,No,No
0304.01.0290,0304.01.0290,No,No
0304.01.0291,0304.01.0291,No,No
0304.01.0292,0304.01.0292,No,No
0304.01.0293,0304.01.0293,No,No
0304.01.0294,0304.01.0294,No,No
0304.01.0295,0304.01.0295,No,No
0304.01.0296,0304.01.0296,No,No
0304.01.0297,0304.01.0297,No,No
0304.01.0298,0304.01.0298,No,No
0304.01.0299,0304.01.0299,No,No
0304.01.0300,0304.01.0300,No,No
0304.01.0301,0304.01.0301,No,No
0304.01.0302,0304.01.0302,No,No
0304.01.0303,0304.01.0303,No,No
0304.01.0304,0304.01.0304,No,No
0304.01.0305,0304.01.0305,No,No
0304.01.0306,0304.01.0306,No,No
0304.01.0307,0304.01.0307,No,No
0304.01.0308,0304.01.0308,No,No
0304.01.0309,0304.01.0309,No,No
0304.01.0310,0304.01.0310,No,No
0304.01.0311,0304.01.0311,No,No
0304.01.0312,0304.01.0312,No,No
0304.01.0313,0304.01.0313,No,No
0304.01.0314,0304.01.0314,No,No
0304.01.0315,0304.01.0315,No,No
0304.01.0316,0304.01.0316,No,No
0304.01.0317,0304.01.0317,No,No
0304.01.0318,0304.01.0318,No,No
0304.01.0319,0304.01.0319,No,No
0304.01.0320,0304.01.0320,No,No
0304.01.0321,0304.01.0321,No,No
0304.01.0322,0304.01.0322,No,No
0304.01.0323,0304.01.0323,No,No
0304.01.0324,0304.01.0324,No,No
0304.01.0325,0304.01.0325,No,No
0304.01.0326,0304.01.0326,No,No
0304.01.0327,0304.01.0327,No,No
0304.01.0328,0304.01.0328,No,No
0304.01.0329,0304.01.0329,No,No
0304.01.0330,0304.01.0330,No,No
0304.01.0331,0304.01.0331,No,No
0304.01.0332,0304.01.0332,No,No
0304.01.0333,0304.01.0333,No,No
0304.01.0334,0304.01.0334,No,No
0304.01.0335,0304.01.0335,No,No
0304.01.0336,0304.01.0336,No,No
0304.01.0337,0304.01.0337,No,No
0304.01.0338,0304.01.0338,No,No
0304.01.0339,0304.01.0339,No,No
0304.01.0340,0304.01.0340,No,No
0304.01.0341,0304.01.0341,No,No
0304.01.0342,0304.01.0342,No,No
0304.01.0343,0304.01.0343,No,No
0304.01.0344,0304.01.0344,No,No
0304.01.0345,0304.01.0345,No,No
0304.01.0346,0304.01.0346,No,No
0304.01.0347,0304.01.0347,No,No
0304.01.0348,0304.01.0348,No,No
0304.01.0349,0304.01.0349,No,No
0304.01.0350,0304.01.0350,No,No
0304.01.0351,0304.01.0351,No,No
0304.01.0352,0304.01.0352,No,No
0304.01.0353,0304.01.0353,No,No
0304.01.0354,0304.01.0354,No,No
0304.01.0355,0304.01.0355,No,No
0304.01.0356,0304.01.0356,No,No
0304.01.0357,0304.01.0357,No,No
0304.01.0358,0304.01.0358,No,No
0304.01.0359,0304.01.0359,No,No
0304.01.0360,0304.01.0360,No,No
0304.01.0361,0304.01.0361,No,No
0304.01.0362,0304.01.0362,No,No
0304.01.0363,0304.01.0363,No,No
0304.01.0364,0304.01.0364,No,No
0304.01.0365,0304.01.0365,No,No
0304.01.0366,0304.01.0366,No,No
0304.01.0367,0304.01.0367,No,No
0304.01.0368,0304.01.0368,No,No
0304.01.0369,0304.01.0369,No,No
0304.01.0370,0304.01.0370,No,No
0304.01.0371,0304.01.0371,No,No
0304.01.0372,0304.01.0372,No,No
0304.01.0373,0304.01.0373,No,No
0304.01.0374,0304.01.0374,No,No
0304.01.0375,0304.01.0375,No,No
0304.01.0376,0304.01.0376,No,No
0304.01.0377,0304.01.0377,No,No
0304.01.0378,0304.01.0378,No,No
0304.01.0379,0304.01.0379,No,No
0304.01.0380,0304.01.0380,No,No
0304.01.0381,0304.01.0381,No,No
0304.01.0382,0304.01.0382,No,No
0304.01.0383,0304.01.0383,No,No
0304.01.0384,0304.01.0384,No,No
0304.01.0385,0304.01.0385,No,No
0304.01.0386,0304.01.0386,No,No
0304.01.0387,0304.01.0387,No,No
0304.01.0388,0304.01.0388,No,No
0304.01.0389,0304.01.0389,No,No
0304.01.0390,0304.01.0390,No,No
0304.01.0391,0304.01.0391,No,No
0304.01.0392,0304.01.0392,No,No
0304.01.0393,0304.01.0393,No,No
0304.01.0394,0304.01.0394,No,No
0304.01.0395,0304.01.0395,No,No
0304.01.0396,0304.01.0396,No,No
0304.01.0397,0304.01.0397,No,No
0304.01.0398,0304.01.0398,No,No
0304.01.0399,0304.01.0399,No,No
0304.01.0400,0304.01.0400,No,No
0304.01.0401,0304.01.0401,No,No
0304.01.0402,0304.01.0402,No,No
0304.01.0403,0304.01.0403,No,No
0304.01.0404,0304.01.0404,No,No
0304.01.0405,0304.01.0405,No,No
0304.01.0406,0304.01.0406,No,No
0304.01.0407,0304.01.0407,No,No
0304.01.0408,0304.01.0408,No,No
0304.01.0409,0304.01.0409,No,No
0304.01.0410,0304.01.0410,No,No
0304.01.0411,0304.01.0411,No,No
0304.01.0412,0304.01.0412,No,No
0304.01.0413,0304.01.0413,No,No
0304.01.0414,0304.01.0414,No,No
0304.01.0415,0304.01.0415,No,No
0304.01.0416,0304.01.0416,No,No
0304.01.0417,0304.01.0417,No,No
0304.01.0418,0304.01.0418,No,No
0304.01.0419,0304.01.0419,No,No
0304.01.0420,0304.01.0420,No,No
0304.01.0421,0304.01.0421,No,No
0304.01.0422,0304.01.0422,No,No
0304.01.0423,0304.01.0423,No,No
0304.01.0424,0304.01.0424,No,No
0304.01.0425,0304.01.0425,No,No
0304.01.0426,0304.01.0426,No,No
0304.01.0427,0304.01.0427,No,No
0304.01.0428,0304.01.0428,No,No
0304.01.0429,0304.01.0429,No,No
0304.01.0430,0304.01.0430,No,No
0304.01.0431,0304.01.0431,No,No
0304.01.0432,0304.01.0432,No,No
0304.01.0433,0304.01.0433,No,No
0304.01.0434,0304.01.0434,No,No
0304.01.0435,0304.01.0435,No,No
0304.01.0436,0304.01.0436,No,No
0304.01.0437,0304.01.0437,No,No
0304.01.0438,0304.01.0438,No,No
0304.01.0439,0304.01.0439,No,No
0304.01.0440,0304.01.0440,No,No
0304.01.0441,0304.01.0441,No,No
0304.01.0442,0304.01.0442,No,No
0304.01.0443,0304.01.0443,No,No
0304.01.0444,0304.01.0444,No,No
0304.01.0445,0304.01.0445,No,No
0304.01.0446,0304.01.0446,No,No
0304.01.0447,0304.01.0447,No,No
0304.01.0448,0304.01.0448,No,No
0304.01.0449,0304.01.0449,No,No
0304.01.0450,0304.01.0450,No,No
0304.01.0451,0304.01.0451,No,No
0304.01.0452,0304.01.0452,No,No
0304.01.0453,0304.01.0453,No,No
0304.01.0454,0304.01.0454,No,No
0304.01.0455,0304.01.0455,No,No
0304.01.0456,0304.01.0456,No,No
0304.01.0457,0304.01.0457,No,No
0304.01.0458,0304.01.0458,No,No
0304.01.0459,0304.01.0459,No,No
0304.01.0460,0304.01.0460,No,No
0304.01.0461,0304.01.0461,No,No
0304.01.0462,0304.01.0462,No,No
0304.01.0463,0304.01.0463,No,No
0304.01.0464,0304.01.0464,No,No
0304.01.0465,0304.01.0465,No,No
0304.01.0466,0304.01.0466,No,No
0304.01.0467,0304.01.0467,No,No
0304.01.0468,0304.01.0468,No,No
0304.01.0469,0304.01.0469,No,No
0304.01.0470,0304.01.0470,No,No
0304.01.0471,0304.01.0471,No,No
0304.01.0472,0304.01.0472,No,No
0304.01.0473,0304.01.0473,No,No
0304.01.0474,0304.01.0474,No,No
0304.01.0475,0304.01.0475,No,No
0304.01.0476,0304.01.0476,No,No
0304.01.0477,0304.01.0477,No,No
0304.01.0478,0304.01.0478,No,No
0304.01.0479,0304.01.0479,No,No
0304.01.0480,0304.01.0480,No,No
0304.01.0481,0304.01.0481,No,No
0304.01.0482,0304.01.0482,No,No
0304.01.0483,0304.01.0483,No,No
0304.01.0484,0304.01.0484,No,No
0304.01.0485,0304.01.0485,No,No
0304.01.0486,0304.01.0486,No,No
0304.01.0487,0304.01.0487,No,No
0304.01.0488,0304.01.0488,No,No
0304.01.0489,0304.01.0489,No,No
0304.01.0490,0304.01.0490,No,No
0304.01.0491,0304.01.0491,No,No
0304.01.0492,0304.01.0492,No,No
0304.01.0493,0304.01.0493,No,No
0304.01.0494,0304.01.0494,No,No
0304.01.0495,0304.01.0495,No,No
0304.01.0496,0304.01.0496,No,No
0304.01.0497,0304.01.0497,No,No
0304.01.0498,0304.01.0498,No,No
0304.01.0499,0304.01.0499,No,No
0304.01.0500,0304.01.0500,No,No
0304.01.0501,0304.01.0501,No,No
0304.01.0502,0304.01.0502,No,No
0304.01.0503,0304.01.0503,No,No
0304.01.0504,0304.01.0504,No,No
0304.01.0505,0304.01.0505,No,No
0304.01.0506,0304.01.0506,No,No
0304.01.0507,0304.01.0507,No,No
0304.01.0508,0304.01.0508,No,No
0304.01.0509,0304.01.0509,No,No
0304.01.0510,0304.01.0510,No,No
0304.01.0511,0304.01.0511,No,No
0304.01.0512,0304.01.0512,No,No
0304.01.0513,0304.01.0513,No,No
0304.01.0514,0304.01.0514,No,No
0304.01.0515,0304.01.0515,No,No
0304.01.0516,0304.01.0516,No,No
0304.01.0517,0304.01.0517,No,No
0304.01.0518,0304.01.0518,No,No
0304.01.0519,0304.01.0519,No,No
0304.01.0520,0304.01.0520,No,No
0304.01.0521,0304.01.0521,No,No
0304.01.0522,0304.01.0522,No,No
0304.01.0523,0304.01.0523,No,No
0304.01.0524,0304.01.0524,No,No
0304.01.0525,0304.01.0525,No,No
0304.01.0526,0304.01.0526,No,No
0304.01.0527,0304.01.0527,No,No
0304.01.0528,0304.01.0528,No,No
0304.01.0529,0304.01.0529,No,No
0304.01.0530,0304.01.0530,No,No
0304.01.0531,0304.01.0531,No,No
0304.01.0532,0304.01.0532,No,No
0304.01.0533,0304.01.0533,No,No
0304.01.0534,0304.01.0534,No,No
0304.01.0535,0304.01.0535,No,No
0304.01.0536,0304.01.0536,No,No
0304.01.0537,0304.01.0537,No,No
0304.01.0538,0304.01.0538,No,No
0304.01.0539,0304.01.0539,No,No
0304.01.0540,0304.01.0540,No,No
0304.01.0541,0304.01.0541,No,No
0304.01.0542,0304.01.0542,No,No
0304.01.0543,0304.01.0543,No,No
0304.01.0544,0304.01.0544,No,No
0304.01.0545,0304.01.0545,No,No
0304.01.0546,0304.01.0546,No,No
0304.01.0547,0304.01.0547,No,No
0304.01.0548,0304.01.0548,No,No
0304.01.0549,0304.01.0549,No,No
0304.01.0550,0304.01.0550,No,No
0304.01.0551,0304.01.0551,No,No
0304.01.0552,0304.01.0552,No,No
0304.01.0553,0304.01.0553,No,No
0304.01.0554,0304.01.0554,No,No
0304.01.0555,0304.01.0555,No,No
0304.01.0556,0304.01.0556,No,No
0304.01.0557,0304.01.0557,No,No
0304.01.0558,0304.01.0558,No,No
0304.01.0559,0304.01.0559,No,No
0304.01.0560,0304.01.0560,No,No
0304.01.0561,0304.01.0561,No,No
0304.01.0562,0304.01.0562,No,No
0304.01.0563,0304.01.0563,No,No
0304.01.0564,0304.01.0564,No,No
0304.01.0565,0304.01.0565,No,No
0304.01.0566,0304.01.0566,No,No
0304.01.0567,0304.01.0567,No,No
0304.01.0568,0304.01.0568,No,No
0304.01.0569,0304.01.0569,No,No
0304.01.0570,0304.01.0570,No,No
0304.01.0571,0304.01.0571,No,No
0304.01.0572,0304.01.0572,No,No
0304.01.0573,0304.01.0573,No,No
0304.01.0574,0304.01.0574,No,No
0304.01.0575,0304.01.0575,No,No
0304.01.0576,0304.01.0576,No,No
0304.01.0577,0304.01.0577,No,No
0304.01.0578,0304.01.0578,No,No
0304.01.0579,0304.01.0579,No,No
0304.01.0580,0304.01.0580,No,No
0304.01.0581,0304.01.0581,No,No
0304.01.0582,0304.01.0582,No,No
0304.01.0583,0304.01.0583,No,No
0304.01.0584,0304.01.0584,No,No
0304.01.0585,0304.01.0585,No,No
0304.01.0586,0304.01.0586,No,No
0304.01.0587,0304.01.0587,No,No
0304.01.0588,0304.01.0588,No,No
0304.01.0589,0304.01.0589,No,No
0304.01.0590,0304.01.0590,No,No
0304.01.0591,0304.01.0591,No,No
0304.01.0592,0304.01.0592,No,No
0304.01.0593,0304.01.0593,No,No
0304.01.0594,0304.01.0594,No,No
0304.01.0595,0304.01.0595,No,No
0304.01.0596,0304.01.0596,No,No
0304.01.0597,0304.01.0597,No,No
0304.01.0598,0304.01.0598,No,No
0304.01.0599,0304.01.0599,No,No
0304.01.0600,0304.01.0600,No,No
0304.01.0601,0304.01.0601,No,No
0304.01.0602,0304.01.0602,No,No
0304.01.0603,0304.01.0603,No,No
0304.01.0604,0304.01.0604,No,No
0304.01.0605,0304.01.0605,No,No
0304.01.0606,0304.01.0606,No,No
0304.01.0607,0304.01.0607,No,No
0304.01.0608,0304.01.0608,No,No
0304.01.0609,0304.01.0609,No,No
0304.01.0610,0304.01.0610,No,No
0304.01.0611,0304.01.0611,No,No
0304.01.0612,0304.01.0612,No,No
0304.01.0613,0304.01.0613,No,No
0304.01.0614,0304.01.0614,No,No
0304.01.0615,0304.01.0615,No,No
0304.01.0616,0304.01.0616,No,No
0304.01.0617,0304.01.0617,No,No
0304.01.0618,0304.01.0618,No,No
0304.01.0619,0304.01.0619,No,No
0304.01.0620,0304.01.0620,No,No
0304.01.0621,0304.01.0621,No,No
0304.01.0622,0304.01.0622,No,No
0304.01.0623,0304.01.0623,No,No
0304.01.0624,0304.01.0624,No,No
0304.01.0625,0304.01.0625,No,No
0304.01.0626,0304.01.0626,No,No
0304.01.0627,0304.01.0627,No,No
0304.01.0628,0304.01.0628,No,No
0304.01.0629,0304.01.0629,No,No
0304.01.0630,0304.01.0630,No,No
0304.01.0631,0304.01.0631,No,No
0304.01.0632,0304.01.0632,No,No
0304.01.0633,0304.01.0633,No,No
0304.01.0634,0304.01.0634,No,No
0304.01.0635,0304.01.0635,No,No
0304.01.0636,0304.01.0636,No,No
0304.01.0637,0304.01.0637,No,No
0304.01.0638,0304.01.0638,No,No
0304.01.0639,0304.01.0639,No,No
0304.01.0640,0304.01.0640,No,No
0304.01.0641,0304.01.0641,No,No
0304.01.0642,0304.01.0642,No,No
0304.01.0643,0304.01.0643,No,No
0304.01.0644,0304.01.0644,No,No
0304.01.0645,0304.01.0645,No,No
0304.01.0646,0304.01.0646,No,No
0304.01.0647,0304.01.0647,No,No
0304.01.0648,0304.01.0648,No,No
0304.01.0649,0304.01.0649,No,No
0304.01.0650,0304.01.0650,No,No
0304.01.0651,0304.01.0651,No,No
0304.01.0652,0304.01.0652,No,No
0304.01.0653,0304.01.0653,No,No
0304.01.0654,0304.01.0654,No,No
0304.01.0655,0304.01.0655,No,No
0304.01.0656,0304.01.0656,No,No
0304.01.0657,0304.01.0657,No,No
0304.01.0658,0304.01.0658,No,No
0304.01.0659,0304.01.0659,No,No
0304.01.0660,0304.01.0660,No,No
0304.01.0661,0304.01.0661,No,No
0304.01.0662,0304.01.0662,No,No
0304.01.0663,0304.01.0663,No,No
0304.01.0664,0304.01.0664,No,No
0304.01.0665,0304.01.0665,No,No
0304.01.0666,0304.01.0666,No,No
0304.01.0667,0304.01.0667,No,No
0304.01.0668,0304.01.0668,No,No
0304.01.0669,0304.01.0669,No,No
0304.01.0670,0304.01.0670,No,No
0304.01.0671,0304.01.0671,No,No
0304.01.0672,0304.01.0672,No,No
0304.01.0673,0304.01.0673,No,No
0304.01.0674,0304.01.0674,No,No
0304.01.0675,0304.01.0675,No,No
0304.01.0676,0304.01.0676,No,No
0304.01.0677,0304.01.0677,No,No
0304.01.0678,0304.01.0678,No,No
0304.01.0679,0304.01.0679,No,No
0304.01.0680,0304.01.0680,No,No
0304.01.0681,0304.01.0681,No,No
0304.01.0682,0304.01.0682,No,No
0304.01.0683,0304.01.0683,No,No
0304.01.0684,0304.01.0684,No,No
0304.01.0685,0304.01.0685,No,No
0304.01.0686,0304.01.0686,No,No
0304.01.0687,0304.01.0687,No,No
0304.01.0688,0304.01.0688,No,No
0304.01.0689,0304.01.0689,No,No
0304.01.0690,0304.01.0690,No,No
0304.01.0691,0304.01.0691,No,No
0304.01.0692,0304.01.0692,No,No
0304.01.0693,0304.01.0693,No,No
0304.01.0694,0304.01.0694,No,No
0304.01.0695,0304.01.0695,No,No
0304.01.0696,0304.01.0696,No,No
0304.01.0697,0304.01.0697,No,No
0304.01.0698,0304.01.0698,No,No
0304.01.0699,0304.01.0699,No,No
0304.01.0700,0304.01.0700,No,No
0304.01.0701,0304.01.0701,No,No
0304.01.0702,0304.01.0702,No,No
0304.01.0703,0304.01.0703,No,No
0304.01.0704,0304.01.0704,No,No
0304.01.0705,0304.01.0705,No,No
0304.01.0706,0304.01.0706,No,No
0304.01.0707,0304.01.0707,No,No
0304.01.0708,0304.01.0708,No,No
0304.01.0709,0304.01.0709,No,No
0304.01.0710,0304.01.0710,No,No
0304.01.0711,0304.01.0711,No,No
0304.01.0712,0304.01.0712,No,No
0304.01.0713,0304.01.0713,No,No
0304.01.0714,0304.01.0714,No,No
0304.01.0715,0304.01.0715,No,No
0304.01.0716,0304.01.0716,No,No
0304.01.0717,0304.01.0717,No,No
0304.01.0718,0304.01.0718,No,No
0304.01.0719,0304.01.0719,No,No
0304.01.0720,0304.01.0720,No,No
0304.01.0721,0304.01.0721,No,No
0304.01.0722,0304.01.0722,No,No
0304.01.0723,0304.01.0723,No,No
0304.01.0724,0304.01.0724,No,No
0304.01.0725,0304.01.0725,No,No
0304.01.0726,0304.01.0726,No,No
0304.01.0727,0304.01.0727,No,No
0304.01.0728,0304.01.0728,No,No
0304.01.0729,0304.01.0729,No,No
0304.01.0730,0304.01.0730,No,No
0304.01.0731,0304.01.0731,No,No
0304.01.0732,0304.01.0732,No,No
0304.01.0733,0304.01.0733,No,No
0304.01.0734,0304.01.0734,No,No
0304.01.0735,0304.01.0735,No,No
0304.01.0736,0304.01.0736,No,No
0304.01.0737,0304.01.0737,No,No
0304.01.0738,0304.01.0738,No,No
0304.01.0739,0304.01.0739,No,No
0304.01.0740,0304.01.0740,No,No
0304.01.0741,0304.01.0741,No,No
0304.01.0742,0304.01.0742,No,No
0304.01.0743,0304.01.0743,No,No
0304.01.0744,0304.01.0744,No,No
0304.01.0745,0304.01.0745,No,No
0304.01.0746,0304.01.0746,No,No
0304.01.0747,0304.01.0747,No,No
0304.01.0748,0304.01.0748,No,No
0304.01.0749,0304.01.0749,No,No
0304.01.0750,0304.01.0750,No,No
0304.01.0751,0304.01.0751,No,No
0304.01.0752,0304.01.0752,No,No
0304.01.0753,0304.01.0753,No,No
0304.01.0754,0304.01.0754,No,No
0304.01.0755,0304.01.0755,No,No
0304.01.0756,0304.01.0756,No,No
0304.01.0757,0304.01.0757,No,No
0304.01.0758,0304.01.0758,No,No
0304.01.0759,0304.01.0759,No,No
0304.01.0760,0304.01.0760,No,No
0304.01.0761,0304.01.0761,No,No
0304.01.0762,0304.01.0762,No,No
0304.01.0763,0304.01.0763,No,No
0304.01.0764,0304.01.0764,No,No
0304.01.0765,0304.01.0765,No,No
0304.01.0766,0304.01.0766,No,No
0304.01.0767,0304.01.0767,No,No
0304.01.0768,0304.01.0768,No,No
0304.01.0769,0304.01.0769,No,No
0304.01.0770,0304.01.0770,No,No
0304.01.0771,0304.01.0771,No,No
0304.01.0772,0304.01.0772,No,No
0304.01.0773,0304.01.0773,No,No
0304.01.0774,0304.01.0774,No,No
0304.01.0775,0304.01.0775,No,No
0304.01.0776,0304.01.0776,No,No
0304.01.0777,0304.01.0777,No,No
0304.01.0778,0304.01.0778,No,No
0304.01.0779,0304.01.0779,No,No
0304.01.0780,0304.01.0780,No,No
0304.01.0781,0304.01.0781,No,No
0304.01.0782,0304.01.0782,No,No
0304.01.0783,0304.01.0783,No,No
0304.01.0784,0304.01.0784,No,No
0304.01.0785,0304.01.0785,No,No
0304.01.0786,0304.01.0786,No,No
0304.01.0787,0304.01.0787,No,No
0304.01.0788,0304.01.0788,No,No
0304.01.0789,0304.01.0789,No,No
0304.01.0790,0304.01.0790,No,No
0304.01.0791,0304.01.0791,No,No
0304.01.0792,0304.01.0792,No,No
0304.01.0793,0304.01.0793,No,No
0304.01.0794,0304.01.0794,No,No
0304.01.0795,0304.01.0795,No,No
0304.01.0796,0304.01.0796,No,No
0304.01.0797,0304.01.0797,No,No
0304.01.0798,0304.01.0798,No,No
0304.01.0799,0304.01.0799,No,No
0304.01.0800,0304.01.0800,No,No
0304.01.0801,0304.01.0801,No,No
0304.01.0802,0304.01.0802,No,No
0304.01.0803,0304.01.0803,No,No
0304.01.0804,0304.01.0804,No,No
0304.01.0805,0304.01.0805,No,No
0304.01.0806,0304.01.0806,No,No
0304.01.0807,0304.01.0807,No,No
0304.01.0808,0304.01.0808,No,No
0304.01.0809,0304.01.0809,No,No
0304.01.0810,0304.01.0810,No,No
0304.01.0811,0304.01.0811,No,No
0304.01.0812,0304.01.0812,No,No
0304.01.0813,0304.01.0813,No,No
0304.01.0814,0304.01.0814,No,No
0304.01.0815,0304.01.0815,No,No
0304.01.0816,0304.01.0816,No,No
0304.01.0817,0304.01.0817,No,No
0304.01.0818,0304.01.0818,No,No
0304.01.0819,0304.01.0819,No,No
0304.01.0820,0304.01.0820,No,No
0304.01.0821,0304.01.0821,No,No
0304.01.0822,0304.01.0822,No,No
0304.01.0823,0304.01.0823,No,No
0304.01.0824,0304.01.0824,No,No
0304.01.0825,0304.01.0825,No,No
0304.01.0826,0304.01.0826,No,No
0304.01.0827,0304.01.0827,No,No
0304.01.0828,0304.01.0828,No,No
0304.01.0829,0304.01.0829,No,No
0304.01.0830,0304.01.0830,No,No
0304.01.0831,0304.01.0831,No,No
0304.01.0832,0304.01.0832,No,No
0304.01.0833,0304.01.0833,No,No
0304.01.0834,0304.01.0834,No,No
0304.01.0835,0304.01.0835,No,No
0304.01.0836,0304.01.0836,No,No
0304.01.0837,0304.01.0837,No,No
0304.01.0838,0304.01.0838,No,No
0304.01.0839,0304.01.0839,No,No
0304.01.0840,0304.01.0840,No,No
0304.01.0841,0304.01.0841,No,No
0304.01.0842,0304.01.0842,No,No
0304.01.0843,0304.01.0843,No,No
0304.01.0844,0304.01.0844,No,No
0304.01.0845,0304.01.0845,No,No
0304.01.0846,0304.01.0846,No,No
0304.01.0847,0304.01.0847,No,No
0304.01.0848,0304.01.0848,No,No
0304.01.0849,0304.01.0849,No,No
0304.01.0850,0304.01.0850,No,No
0304.01.0851,0304.01.0851,No,No
0304.01.0852,0304.01.0852,No,No
0304.01.0853,0304.01.0853,No,No
0304.01.0854,0304.01.0854,No,No
0304.01.0855,0304.01.0855,No,No
0304.01.0856,0304.01.0856,No,No
0304.01.0857,0304.01.0857,No,No
0304.01.0858,0304.01.0858,No,No
0304.01.0859,0304.01.0859,No,No
0304.01.0860,0304.01.0860,No,No
0304.01.0861,0304.01.0861,No,No
0304.01.0862,0304.01.0862,No,No
0304.01.0863,0304.01.0863,No,No
0304.01.0864,0304.01.0864,No,No
0304.01.0865,0304.01.0865,No,No
0304.01.0866,0304.01.0866,No,No
0304.01.0867,0304.01.0867,No,No
0304.01.0868,0304.01.0868,No,No
0304.01.0869,0304.01.0869,No,No
0304.01.0870,0304.01.0870,No,No
0304.01.0871,0304.01.0871,No,No
0304.01.0872,0304.01.0872,No,No
0304.01.0873,0304.01.0873,No,No
0304.01.0874,0304.01.0874,No,No
0304.01.0875,0304.01.0875,No,No
0304.01.0876,0304.01.0876,No,No
0304.01.0877,0304.01.0877,No,No
0304.01.0878,0304.01.0878,No,No
0304.01.0879,0304.01.0879,No,No
0304.01.0880,0304.01.0880,No,No
0304.01.0881,0304.01.0881,No,No
0304.01.0882,0304.01.0882,No,No
0304.01.0883,0304.01.0883,No,No
0304.01.0884,0304.01.0884,No,No
0304.01.0885,0304.01.0885,No,No
0304.01.0886,0304.01.0886,No,No
0304.01.0887,0304.01.0887,No,No
0304.01.0888,0304.01.0888,No,No
0304.01.0889,0304.01.0889,No,No
0304.01.0890,0304.01.0890,No,No
0304.01.0891,0304.01.0891,No,No
0304.01.0892,0304.01.0892,No,No
0304.01.0893,0304.01.0893,No,No
0304.01.0894,0304.01.0894,No,No
0304.01.0895,0304.01.0895,No,No
0304.01.0896,0304.01.0896,No,No
0304.01.0897,0304.01.0897,No,No
0304.01.0898,0304.01.0898,No,No
0304.01.0899,0304.01.0899,No,No
0304.01.0900,0304.01.0900,No,No
0304.01.0901,0304.01.0901,No,No
0304.01.0902,0304.01.0902,No,No
0304.01.0903,0304.01.0903,No,No
0304.01.0904,0304.01.0904,No,No
0304.01.0905,0304.01.0905,No,No
0304.01.0906,0304.01.0906,No,No
0304.01.0907,0304.01.0907,No,No
0304.01.0908,0304.01.0908,No,No
0304.01.0909,0304.01.0909,No,No
0304.01.0910,0304.01.0910,No,No
0304.01.0911,0304.01.0911,No,No
0304.01.0912,0304.01.0912,No,No
0304.01.0913,0304.01.0913,No,No
0304.01.0914,0304.01.0914,No,No
0304.01.0915,0304.01.0915,No,No
